EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM366,46.00,46-55,No,Non-Travel,1144.00,Research & Development,7.00,4,Medical,1,487,3,Female,30,3,2,Manufacturing Director,3,Married,5258.00,5k-10k,16044.00,2,Y,No,14,3,3,80,0,7.00,2,4,1.00,0,0,0
RM413,46.00,46-55,No,Travel_Rarely,1485.00,Research & Development,18.00,3,Medical,1,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810.00,Upto 5k,26314.00,2,Y,No,14,3,3,80,1,19.00,5,2,10.00,7,0,8
RM430,46.00,46-55,No,Travel_Rarely,1009.00,Research & Development,2.00,3,Life Sciences,1,575,1,Male,51,3,4,Research Director,3,Married,17861.00,15k+,2288.00,6,Y,No,13,3,3,80,0,26.00,2,1,3.00,2,0,1
RM434,46.00,46-55,No,Travel_Rarely,1125.00,Sales,10.00,3,Marketing,1,580,3,Female,94,2,3,Sales Executive,4,Married,9071.00,5k-10k,11563.00,2,Y,Yes,19,3,3,80,1,15.00,3,3,3.00,2,1,2
RM466,46.00,46-55,No,Travel_Frequently,1034.00,Research & Development,18.00,1,Medical,1,624,1,Female,86,3,3,Healthcare Representative,3,Married,10527.00,10k-15k,8984.00,5,Y,No,11,3,4,80,0,28.00,3,2,2.00,2,1,2
RM724,46.00,46-55,No,Travel_Rarely,566.00,Research & Development,7.00,2,Medical,1,1007,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845.00,10k-15k,24208.00,6,Y,No,13,3,2,80,1,13.00,3,3,8.00,7,0,7
RM771,46.00,46-55,No,Travel_Rarely,430.00,Research & Development,1.00,4,Medical,1,1069,4,Male,40,3,5,Research Director,4,Divorced,19627.00,15k+,21445.00,9,Y,No,17,3,4,80,2,23.00,0,3,2.00,2,2,2
RM779,46.00,46-55,No,Travel_Rarely,1003.00,Research & Development,8.00,4,Life Sciences,1,1080,4,Female,74,2,2,Research Scientist,1,Divorced,4615.00,Upto 5k,21029.00,8,Y,Yes,23,4,1,80,3,19.00,2,3,16.00,13,1,7
RM811,46.00,46-55,No,Travel_Rarely,406.00,Sales,3.00,1,Marketing,1,1124,1,Male,52,3,4,Manager,3,Married,17465.00,15k+,15596.00,3,Y,No,12,3,4,80,1,23.00,3,3,12.00,9,4,9
RM862,46.00,46-55,No,Travel_Rarely,1402.00,Sales,2.00,3,Marketing,1,1204,3,Female,69,3,4,Manager,1,Married,17048.00,15k+,24097.00,8,Y,No,23,4,1,80,0,28.00,2,3,26.00,15,15,9
RM870,46.00,46-55,No,Travel_Rarely,1450.00,Research & Development,15.00,2,Life Sciences,1,1217,4,Male,52,3,5,Research Director,2,Married,19081.00,15k+,10849.00,5,Y,No,11,3,1,80,1,25.00,2,3,4.00,2,0,3
RM878,46.00,46-55,No,Travel_Rarely,150.00,Research & Development,2.00,4,Technical Degree,1,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379.00,5k-10k,17433.00,2,Y,No,11,3,3,80,1,12.00,3,2,6.00,3,1,4
RM917,46.00,46-55,No,Travel_Rarely,168.00,Sales,4.00,2,Marketing,1,1280,4,Female,33,2,5,Manager,2,Married,18789.00,15k+,9946.00,2,Y,No,14,3,3,80,1,26.00,2,3,11.00,4,0,8
RM944,46.00,46-55,No,Travel_Rarely,991.00,Human Resources,1.00,2,Life Sciences,1,1314,4,Female,44,3,1,Human Resources,1,Single,3423.00,Upto 5k,22957.00,6,Y,No,12,3,3,80,0,10.00,3,4,7.00,6,5,7
RM1032,46.00,46-55,Yes,Travel_Rarely,377.00,Sales,9.00,3,Marketing,1,1457,1,Male,52,3,3,Sales Executive,4,Divorced,10096.00,10k-15k,15986.00,4,Y,No,11,3,1,80,1,28.00,1,4,7.00,7,4,3
RM1081,46.00,46-55,No,Travel_Rarely,228.00,Sales,3.00,3,Life Sciences,1,1527,3,Female,51,3,4,Manager,2,Married,16606.00,15k+,11380.00,8,Y,No,12,3,4,80,1,23.00,2,4,13.00,12,5,1
RM1136,46.00,46-55,No,Travel_Rarely,563.00,Sales,1.00,4,Life Sciences,1,1602,4,Male,56,4,4,Manager,1,Single,17567.00,15k+,3156.00,1,Y,No,15,3,2,80,0,27.00,5,1,26.00,0,0,12
RM1232,46.00,46-55,No,Travel_Rarely,717.00,Research & Development,13.00,4,Life Sciences,1,1727,3,Male,34,3,2,Healthcare Representative,2,Single,5562.00,5k-10k,9697.00,6,Y,No,14,3,4,80,0,19.00,3,3,10.00,7,0,9
RM1236,46.00,46-55,No,Travel_Rarely,1277.00,Sales,2.00,3,Life Sciences,1,1732,3,Male,74,3,3,Sales Executive,4,Divorced,10368.00,10k-15k,5596.00,4,Y,Yes,12,3,2,80,1,13.00,5,2,10.00,6,0,3
RM1278,46.00,46-55,No,Travel_Rarely,734.00,Research & Development,2.00,4,Medical,1,1789,3,Male,46,3,5,Research Director,4,Divorced,19328.00,15k+,14218.00,7,Y,Yes,17,3,3,80,1,24.00,3,3,2.00,1,2,2
RM1286,46.00,46-55,No,Non-Travel,849.00,Sales,26.00,2,Life Sciences,1,1801,2,Male,98,2,2,Sales Executive,2,Single,7991.00,5k-10k,25166.00,8,Y,No,15,3,3,80,0,6.00,3,3,2.00,2,2,2
RM1299,46.00,46-55,Yes,Travel_Rarely,261.00,Research & Development,21.00,2,Medical,1,1821,4,Female,66,3,2,Healthcare Representative,2,Married,8926.00,5k-10k,10842.00,4,Y,No,22,4,4,80,1,13.00,2,4,9.00,7,3,7
RM1323,46.00,46-55,No,Travel_Rarely,706.00,Research & Development,2.00,2,Life Sciences,1,1857,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578.00,5k-10k,19989.00,3,Y,No,14,3,3,80,1,12.00,4,2,9.00,8,4,7
RM1328,46.00,46-55,No,Travel_Rarely,1319.00,Sales,3.00,3,Technical Degree,1,1863,1,Female,45,4,4,Sales Executive,1,Divorced,13225.00,10k-15k,7739.00,2,Y,No,12,3,4,80,1,25.00,5,3,19.00,17,2,8
RM1334,46.00,46-55,Yes,Travel_Rarely,1254.00,Sales,10.00,3,Life Sciences,1,1869,3,Female,64,3,3,Sales Executive,2,Married,7314.00,5k-10k,14011.00,5,Y,No,21,4,3,80,3,14.00,2,3,8.00,7,0,7
RM272,47.00,46-55,Yes,Non-Travel,666.00,Research & Development,29.00,4,Life Sciences,1,376,1,Male,88,3,3,Manager,2,Married,11849.00,10k-15k,10268.00,1,Y,Yes,12,3,4,80,1,10.00,2,2,10.00,7,9,9
RM330,47.00,46-55,No,Travel_Rarely,1482.00,Research & Development,5.00,5,Life Sciences,1,447,4,Male,42,3,5,Research Director,3,Married,18300.00,15k+,16375.00,4,Y,No,11,3,2,80,1,21.00,2,3,3.00,2,1,1
RM348,47.00,46-55,No,Travel_Frequently,1309.00,Sales,4.00,1,Medical,1,467,2,Male,99,3,2,Sales Representative,3,Single,2976.00,Upto 5k,25751.00,3,Y,No,19,3,1,80,0,5.00,3,3,0.00,0,0,0
RM429,47.00,46-55,No,Travel_Rarely,983.00,Research & Development,2.00,2,Medical,1,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070.00,5k-10k,7389.00,5,Y,No,13,3,3,80,3,20.00,2,3,5.00,0,0,4
RM533,47.00,46-55,No,Travel_Rarely,703.00,Sales,14.00,4,Marketing,1,728,4,Male,42,3,2,Sales Executive,1,Single,4960.00,Upto 5k,11825.00,2,Y,No,12,3,4,80,0,20.00,2,3,7.00,7,1,7
RM545,47.00,46-55,No,Travel_Frequently,217.00,Sales,3.00,3,Medical,1,746,4,Female,49,3,4,Sales Executive,3,Divorced,13770.00,10k-15k,10225.00,9,Y,Yes,12,3,4,80,2,28.00,2,2,22.00,2,11,13
RM567,47.00,46-55,Yes,Travel_Frequently,719.00,Sales,27.00,2,Life Sciences,1,785,2,Female,77,4,2,Sales Executive,3,Single,6397.00,5k-10k,10339.00,4,Y,Yes,12,3,4,80,0,8.00,2,3,5.00,4,1,3
RM593,47.00,46-55,No,Travel_Rarely,202.00,Research & Development,2.00,2,Other,1,820,3,Female,33,3,4,Manager,4,Married,16752.00,15k+,12982.00,1,Y,Yes,11,3,3,80,1,26.00,3,2,26.00,14,3,0
RM652,47.00,46-55,No,Travel_Rarely,249.00,Sales,2.00,2,Marketing,1,903,3,Female,35,3,2,Sales Executive,4,Married,4537.00,Upto 5k,17783.00,0,Y,Yes,22,4,1,80,1,8.00,2,3,7.00,6,7,7
RM666,47.00,46-55,No,Travel_Rarely,1454.00,Sales,2.00,4,Life Sciences,1,925,4,Female,65,2,1,Sales Representative,4,Single,3294.00,Upto 5k,13137.00,1,Y,Yes,18,3,1,80,0,3.00,3,2,3.00,2,1,2
RM708,47.00,46-55,No,Travel_Frequently,1379.00,Research & Development,16.00,4,Medical,1,987,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067.00,5k-10k,6759.00,1,Y,Yes,19,3,3,80,0,20.00,3,4,19.00,10,2,7
RM720,47.00,46-55,No,Travel_Rarely,955.00,Sales,4.00,2,Life Sciences,1,1003,4,Female,83,3,2,Sales Executive,4,Single,4163.00,Upto 5k,8571.00,1,Y,Yes,17,3,3,80,0,9.00,0,3,9.00,0,0,7
RM1021,47.00,46-55,No,Travel_Rarely,465.00,Research & Development,1.00,3,Technical Degree,1,1438,1,Male,74,3,1,Research Scientist,4,Married,3420.00,Upto 5k,10205.00,7,Y,No,12,3,3,80,1,17.00,2,2,6.00,5,1,2
RM1025,47.00,46-55,No,Travel_Rarely,359.00,Research & Development,2.00,4,Medical,1,1443,1,Female,82,3,4,Research Director,3,Married,17169.00,15k+,26703.00,3,Y,No,19,3,2,80,2,26.00,2,4,20.00,17,5,6
RM1068,47.00,46-55,No,Travel_Rarely,571.00,Sales,14.00,3,Medical,1,1503,3,Female,78,3,2,Sales Executive,3,Married,4591.00,Upto 5k,24200.00,3,Y,Yes,17,3,3,80,1,11.00,4,2,5.00,4,1,2
RM1155,47.00,46-55,No,Travel_Rarely,1176.00,Human Resources,26.00,4,Life Sciences,1,1625,4,Female,98,3,5,Manager,3,Married,19658.00,15k+,5220.00,3,Y,No,11,3,3,80,1,27.00,2,3,5.00,2,1,0
RM1195,47.00,46-55,No,Travel_Rarely,1225.00,Sales,2.00,4,Life Sciences,1,1676,2,Female,47,4,4,Manager,2,Divorced,15972.00,15k+,21086.00,6,Y,No,14,3,3,80,3,29.00,2,3,3.00,2,1,2
RM1224,47.00,46-55,Yes,Travel_Frequently,1093.00,Sales,9.00,3,Life Sciences,1,1716,3,Male,82,1,4,Sales Executive,3,Married,12936.00,10k-15k,24164.00,7,Y,No,11,3,3,80,0,25.00,3,1,23.00,5,14,10
RM1235,47.00,46-55,No,Non-Travel,543.00,Sales,2.00,4,Marketing,1,1731,3,Male,87,3,2,Sales Executive,2,Married,4978.00,Upto 5k,3536.00,7,Y,No,11,3,4,80,1,4.00,3,1,1.00,0,0,0
RM1304,47.00,46-55,No,Travel_Rarely,1001.00,Research & Development,4.00,3,Life Sciences,1,1827,3,Female,92,2,3,Manufacturing Director,2,Divorced,10333.00,10k-15k,19271.00,8,Y,Yes,12,3,3,80,1,28.00,4,3,22.00,11,14,10
RM1322,47.00,46-55,No,Travel_Rarely,207.00,Research & Development,9.00,4,Life Sciences,1,1856,2,Female,64,3,1,Laboratory Technician,3,Single,2105.00,Upto 5k,5411.00,4,Y,No,12,3,3,80,0,7.00,2,3,2.00,2,2,0
RM1371,47.00,46-55,No,Non-Travel,1169.00,Research & Development,14.00,4,Technical Degree,1,1934,3,Male,64,3,2,Research Scientist,2,Married,5467.00,5k-10k,2125.00,8,Y,No,18,3,3,80,1,16.00,4,4,8.00,7,1,7
RM1415,47.00,46-55,No,Travel_Rarely,1180.00,Research & Development,25.00,3,Medical,1,1993,1,Male,84,3,3,Healthcare Representative,3,Single,8633.00,5k-10k,13084.00,2,Y,No,23,4,2,80,0,25.00,3,3,17.00,14,12,11
RM1422,47.00,46-55,No,Non-Travel,1162.00,Research & Development,1.00,1,Medical,1,2000,3,Female,98,3,3,Research Director,2,Married,11957.00,10k-15k,17231.00,0,Y,No,18,3,1,80,2,14.00,3,1,13.00,8,5,12
RM051,48.00,46-55,Yes,Travel_Rarely,626.00,Research & Development,1.00,2,Life Sciences,1,64,1,Male,98,2,3,Laboratory Technician,3,Single,5381.00,5k-10k,19294.00,9,Y,Yes,13,3,4,80,0,23.00,2,3,1.00,0,0,0
RM353,48.00,46-55,No,Travel_Rarely,530.00,Sales,29.00,1,Medical,1,473,1,Female,91,3,3,Manager,3,Married,12504.00,10k-15k,23978.00,3,Y,No,21,4,2,80,1,15.00,3,1,0.00,0,0,0
RM445,48.00,46-55,No,Travel_Rarely,163.00,Sales,2.00,5,Marketing,1,595,2,Female,37,3,2,Sales Executive,4,Married,4051.00,Upto 5k,19658.00,2,Y,No,14,3,1,80,1,14.00,2,3,9.00,7,6,7
RM493,48.00,46-55,No,Travel_Rarely,1236.00,Research & Development,1.00,4,Life Sciences,1,664,4,Female,40,2,4,Manager,1,Married,15402.00,15k+,17997.00,7,Y,No,11,3,1,80,1,21.00,3,1,3.00,2,0,2
RM521,48.00,46-55,No,Travel_Rarely,817.00,Sales,2.00,1,Marketing,1,712,2,Male,56,4,2,Sales Executive,2,Married,8120.00,5k-10k,18597.00,3,Y,No,12,3,4,80,0,12.00,3,3,2.00,2,2,2
RM679,48.00,46-55,No,Travel_Rarely,1469.00,Research & Development,20.00,4,Medical,1,945,4,Male,51,3,1,Research Scientist,3,Married,2259.00,Upto 5k,5543.00,4,Y,No,17,3,1,80,2,13.00,2,2,0.00,0,0,0
RM736,48.00,46-55,No,Travel_Rarely,277.00,Research & Development,6.00,3,Life Sciences,1,1022,1,Male,97,2,2,Healthcare Representative,3,Single,4240.00,Upto 5k,13119.00,2,Y,No,13,3,4,80,0,19.00,0,3,2.00,2,2,2
RM737,48.00,46-55,No,Travel_Rarely,1355.00,Research & Development,4.00,4,Life Sciences,1,1024,3,Male,78,2,3,Healthcare Representative,3,Single,10999.00,10k-15k,22245.00,7,Y,No,14,3,2,80,0,27.00,3,3,15.00,11,4,8
RM805,48.00,46-55,No,Non-Travel,1262.00,Research & Development,1.00,4,Medical,1,1116,1,Male,35,4,4,Manager,4,Single,16885.00,15k+,16154.00,2,Y,No,22,4,3,80,0,27.00,3,2,5.00,4,2,1
RM902,48.00,46-55,No,Travel_Rarely,969.00,Research & Development,2.00,2,Technical Degree,1,1258,4,Male,76,4,1,Laboratory Technician,2,Single,2559.00,Upto 5k,16620.00,5,Y,No,11,3,3,80,0,7.00,4,2,1.00,0,0,0
RM905,48.00,46-55,No,Travel_Rarely,715.00,Research & Development,1.00,3,Life Sciences,1,1263,4,Male,76,2,5,Research Director,4,Single,18265.00,15k+,8733.00,6,Y,No,12,3,3,80,0,25.00,3,4,1.00,0,0,0
RM970,48.00,46-55,No,Travel_Rarely,855.00,Research & Development,4.00,3,Life Sciences,1,1363,4,Male,54,3,3,Manufacturing Director,4,Single,7898.00,5k-10k,18706.00,1,Y,No,11,3,3,80,0,11.00,2,3,10.00,9,0,8
RM1039,48.00,46-55,No,Travel_Rarely,1221.00,Sales,7.00,3,Marketing,1,1466,3,Male,96,3,2,Sales Executive,1,Divorced,5486.00,5k-10k,24795.00,4,Y,No,11,3,1,80,3,15.00,3,3,2.00,2,2,2
RM1104,48.00,46-55,No,Travel_Rarely,492.00,Sales,16.00,4,Life Sciences,1,1557,3,Female,96,3,2,Sales Executive,3,Divorced,6439.00,5k-10k,13693.00,8,Y,No,14,3,3,80,1,18.00,2,3,8.00,7,7,7
RM1115,48.00,46-55,No,Travel_Rarely,1108.00,Research & Development,15.00,4,Other,1,1576,3,Female,65,3,1,Research Scientist,1,Married,2367.00,Upto 5k,16530.00,8,Y,No,12,3,4,80,1,10.00,3,2,8.00,2,7,6
RM1167,48.00,46-55,No,Travel_Frequently,365.00,Research & Development,4.00,5,Medical,1,1644,3,Male,89,2,4,Manager,4,Married,15202.00,15k+,5602.00,2,Y,No,25,4,2,80,1,23.00,3,3,2.00,2,2,2
RM1205,48.00,46-55,Yes,Travel_Frequently,708.00,Sales,7.00,2,Medical,1,1691,4,Female,95,3,1,Sales Representative,3,Married,2655.00,Upto 5k,11740.00,2,Y,Yes,11,3,3,80,2,19.00,3,3,9.00,7,7,7
RM1332,48.00,46-55,No,Travel_Rarely,1224.00,Research & Development,10.00,3,Life Sciences,1,1867,4,Male,91,2,5,Research Director,2,Married,19665.00,15k+,13583.00,4,Y,No,12,3,4,80,0,29.00,3,3,22.00,10,12,9
RM1352,48.00,46-55,No,Travel_Frequently,117.00,Research & Development,22.00,3,Medical,1,1900,4,Female,58,3,4,Manager,4,Divorced,17174.00,15k+,2437.00,3,Y,No,11,3,2,80,1,24.00,3,3,22.00,17,4,7
RM002,49.00,46-55,No,Travel_Frequently,279.00,Research & Development,8.00,1,Life Sciences,1,2,3,Male,61,2,2,Research Scientist,2,Married,5130.00,5k-10k,24907.00,1,Y,No,23,4,4,80,1,10.00,3,3,10.00,7,1,7
RM130,49.00,46-55,No,Travel_Rarely,470.00,Research & Development,20.00,4,Medical,1,170,3,Female,96,3,2,Manufacturing Director,1,Married,6567.00,5k-10k,5549.00,1,Y,No,14,3,3,80,0,16.00,2,2,15.00,11,5,11
RM202,49.00,46-55,No,Non-Travel,1002.00,Research & Development,18.00,4,Life Sciences,1,275,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804.00,5k-10k,23793.00,1,Y,Yes,15,3,1,80,2,7.00,0,3,7.00,7,1,7
RM291,49.00,46-55,No,Travel_Frequently,636.00,Research & Development,10.00,4,Life Sciences,1,396,3,Female,35,3,5,Research Director,1,Single,18665.00,15k+,25594.00,9,Y,Yes,11,3,4,80,0,22.00,4,3,3.00,2,1,2
RM317,49.00,46-55,No,Travel_Rarely,1091.00,Research & Development,1.00,2,Technical Degree,1,431,3,Female,90,2,4,Healthcare Representative,3,Single,13964.00,10k-15k,17810.00,7,Y,Yes,12,3,4,80,0,25.00,2,3,7.00,1,0,7
RM376,49.00,46-55,No,Travel_Rarely,1261.00,Research & Development,7.00,3,Other,1,499,2,Male,31,2,3,Healthcare Representative,3,Single,10965.00,10k-15k,12066.00,8,Y,No,24,4,3,80,0,26.00,2,3,5.00,2,0,0
RM474,49.00,46-55,No,Travel_Rarely,1245.00,Research & Development,18.00,4,Life Sciences,1,638,4,Male,58,2,5,Research Director,3,Divorced,19502.00,15k+,2125.00,1,Y,Yes,17,3,3,80,1,31.00,5,3,31.00,9,0,9
RM608,49.00,46-55,Yes,Travel_Rarely,1184.00,Sales,11.00,3,Marketing,1,840,3,Female,43,3,3,Sales Executive,4,Married,7654.00,5k-10k,5860.00,1,Y,No,18,3,1,80,2,9.00,3,4,9.00,8,7,7
RM640,49.00,46-55,No,Travel_Rarely,1418.00,Research & Development,1.00,3,Technical Degree,1,887,3,Female,36,3,1,Research Scientist,1,Married,3580.00,Upto 5k,10554.00,2,Y,No,16,3,2,80,1,7.00,2,3,4.00,2,0,2
RM678,49.00,46-55,No,Travel_Rarely,527.00,Research & Development,8.00,2,Other,1,944,1,Female,51,3,3,Laboratory Technician,2,Married,7403.00,5k-10k,22477.00,4,Y,No,11,3,3,80,1,29.00,3,2,26.00,9,1,7
RM822,49.00,46-55,No,Travel_Rarely,174.00,Sales,8.00,4,Technical Degree,1,1138,4,Male,56,2,4,Sales Executive,2,Married,13120.00,10k-15k,11879.00,6,Y,No,17,3,2,80,1,22.00,3,3,9.00,8,2,3
RM900,49.00,46-55,No,Travel_Rarely,1098.00,Research & Development,4.00,2,Medical,1,1256,1,Male,85,2,5,Manager,3,Married,18711.00,15k+,12124.00,2,Y,No,13,3,3,80,1,23.00,2,4,1.00,0,0,0
RM1007,49.00,46-55,Yes,Travel_Frequently,1475.00,Research & Development,28.00,2,Life Sciences,1,1420,1,Male,97,2,2,Laboratory Technician,1,Single,4284.00,Upto 5k,22710.00,3,Y,No,20,4,1,80,0,20.00,2,3,4.00,3,1,3
RM1045,49.00,46-55,No,Travel_Rarely,1495.00,Research & Development,5.00,4,Technical Degree,1,1473,1,Male,96,3,2,Healthcare Representative,3,Married,6651.00,5k-10k,21534.00,2,Y,No,14,3,2,80,1,20.00,0,2,3.00,2,1,2
RM1055,49.00,46-55,No,Travel_Rarely,1490.00,Research & Development,7.00,4,Life Sciences,1,1484,3,Male,35,3,3,Healthcare Representative,2,Divorced,10466.00,10k-15k,20948.00,3,Y,No,14,3,2,80,2,29.00,3,3,8.00,7,0,7
RM1072,49.00,46-55,No,Travel_Rarely,271.00,Research & Development,3.00,2,Medical,1,1509,3,Female,43,2,2,Laboratory Technician,1,Married,4789.00,Upto 5k,23070.00,4,Y,No,25,4,1,80,1,10.00,3,3,3.00,2,1,2
RM1148,49.00,46-55,No,Travel_Rarely,722.00,Research & Development,25.00,4,Life Sciences,1,1617,3,Female,84,3,1,Laboratory Technician,1,Married,3211.00,Upto 5k,22102.00,1,Y,No,14,3,4,80,1,10.00,3,2,9.00,6,1,4
RM1177,49.00,46-55,No,Travel_Rarely,301.00,Research & Development,22.00,4,Other,1,1655,1,Female,72,3,4,Research Director,2,Married,16413.00,15k+,3498.00,3,Y,No,16,3,2,80,2,27.00,2,3,4.00,2,1,2
RM1182,49.00,46-55,No,Travel_Rarely,465.00,Research & Development,6.00,1,Life Sciences,1,1661,3,Female,41,2,4,Healthcare Representative,3,Married,13966.00,10k-15k,11652.00,2,Y,Yes,19,3,2,80,1,30.00,3,3,15.00,11,2,12
RM1193,49.00,46-55,No,Travel_Rarely,464.00,Research & Development,16.00,3,Medical,1,1674,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587.00,Upto 5k,24941.00,4,Y,Yes,16,3,2,80,1,17.00,2,2,2.00,2,2,2
RM1196,49.00,46-55,No,Travel_Rarely,809.00,Research & Development,1.00,3,Life Sciences,1,1677,3,Male,36,3,4,Manager,3,Single,15379.00,15k+,22384.00,4,Y,No,14,3,1,80,0,23.00,2,3,8.00,7,0,0
RM1255,49.00,46-55,No,Travel_Rarely,1313.00,Sales,11.00,4,Marketing,1,1757,4,Female,80,3,2,Sales Executive,4,Single,4507.00,Upto 5k,8191.00,3,Y,No,12,3,3,80,0,8.00,1,4,5.00,1,0,4
RM1378,49.00,46-55,No,Travel_Frequently,1064.00,Research & Development,2.00,1,Life Sciences,1,1941,2,Male,42,3,5,Research Director,4,Married,19161.00,15k+,13738.00,3,Y,No,15,3,4,80,0,28.00,3,3,5.00,4,4,3
RM1469,49.00,46-55,No,Travel_Frequently,1023.00,Sales,2.00,3,Medical,1,2065,4,Male,63,2,2,Sales Executive,2,Married,5390.00,5k-10k,13243.00,2,Y,No,14,3,4,80,0,17.00,3,2,9.00,6,0,8
RM1469,49.00,46-55,No,Travel_Frequently,1023.00,Sales,2.00,3,Medical,1,2065,4,Male,63,2,2,Sales Executive,2,Married,5390.00,5k-10k,13243.00,2,Y,No,14,3,4,80,0,17.00,3,2,9.00,6,0,8
RM037,50.00,46-55,Yes,Travel_Rarely,869.00,Sales,3.00,2,Marketing,1,47,1,Male,86,2,1,Sales Representative,3,Married,2683.00,Upto 5k,3810.00,1,Y,Yes,14,3,3,80,0,3.00,2,3,3.00,2,0,2
RM063,50.00,46-55,No,Travel_Rarely,989.00,Research & Development,7.00,2,Medical,1,80,2,Female,43,2,5,Research Director,3,Divorced,18740.00,15k+,16701.00,5,Y,Yes,12,3,4,80,1,29.00,2,2,27.00,3,13,8
RM107,50.00,46-55,No,Travel_Frequently,1115.00,Research & Development,1.00,3,Life Sciences,1,141,1,Female,73,3,5,Research Director,2,Married,18172.00,15k+,9755.00,3,Y,Yes,19,3,1,80,0,28.00,1,2,8.00,3,0,7
RM132,50.00,46-55,No,Travel_Frequently,809.00,Sales,12.00,3,Marketing,1,174,3,Female,77,3,3,Sales Executive,4,Single,9208.00,5k-10k,6645.00,4,Y,No,11,3,4,80,0,16.00,3,3,2.00,2,2,1
RM166,50.00,46-55,No,Travel_Rarely,1452.00,Research & Development,11.00,3,Life Sciences,1,226,3,Female,53,3,5,Manager,2,Single,19926.00,15k+,17053.00,3,Y,No,15,3,2,80,0,21.00,5,3,5.00,4,4,4
RM184,50.00,46-55,No,Travel_Rarely,328.00,Research & Development,1.00,3,Medical,1,249,3,Male,86,2,1,Laboratory Technician,3,Married,3690.00,Upto 5k,3425.00,2,Y,No,15,3,4,80,1,5.00,2,2,3.00,2,0,2
RM234,50.00,46-55,No,Travel_Rarely,854.00,Sales,1.00,4,Medical,1,323,4,Female,68,3,5,Manager,4,Divorced,19517.00,15k+,24118.00,3,Y,No,11,3,3,80,1,32.00,3,2,7.00,0,0,6
RM280,50.00,46-55,No,Travel_Rarely,797.00,Research & Development,4.00,1,Life Sciences,1,385,1,Male,96,3,5,Research Director,2,Divorced,19144.00,15k+,15815.00,3,Y,No,14,3,1,80,2,28.00,4,2,10.00,4,1,6
RM368,50.00,46-55,No,Travel_Rarely,1046.00,Research & Development,10.00,3,Technical Degree,1,491,4,Male,100,2,3,Healthcare Representative,4,Single,10496.00,10k-15k,2755.00,6,Y,No,15,3,4,80,0,20.00,2,3,4.00,3,1,3
RM426,50.00,46-55,No,Travel_Rarely,1099.00,Research & Development,29.00,4,Life Sciences,1,569,2,Male,88,2,4,Manager,3,Married,17046.00,15k+,9314.00,0,Y,No,15,3,2,80,1,28.00,2,3,27.00,10,15,7
RM478,50.00,46-55,No,Travel_Frequently,1246.00,Human Resources,3.00,3,Medical,1,644,1,Male,99,3,5,Manager,2,Married,18200.00,15k+,7999.00,1,Y,No,11,3,3,80,1,32.00,2,3,32.00,5,10,7
RM524,50.00,46-55,No,Travel_Rarely,1207.00,Research & Development,28.00,1,Medical,1,716,4,Male,74,4,1,Laboratory Technician,3,Married,3221.00,Upto 5k,3297.00,1,Y,Yes,11,3,3,80,3,20.00,3,3,20.00,8,3,8
RM529,50.00,46-55,Yes,Travel_Frequently,562.00,Sales,8.00,2,Technical Degree,1,723,2,Male,50,3,2,Sales Executive,3,Married,6796.00,5k-10k,23452.00,3,Y,Yes,14,3,1,80,1,18.00,4,3,4.00,3,1,3
RM540,50.00,46-55,No,Travel_Rarely,316.00,Sales,8.00,4,Marketing,1,738,4,Male,54,3,1,Sales Representative,2,Married,3875.00,Upto 5k,9983.00,7,Y,No,15,3,4,80,1,4.00,2,3,2.00,2,2,2
RM589,50.00,46-55,No,Travel_Rarely,691.00,Research & Development,2.00,3,Medical,1,815,3,Male,64,3,4,Research Director,3,Married,17639.00,15k+,6881.00,5,Y,No,16,3,4,80,0,30.00,3,3,4.00,3,0,3
RM654,50.00,46-55,No,Non-Travel,881.00,Research & Development,2.00,4,Life Sciences,1,905,1,Male,98,3,4,Manager,1,Divorced,17924.00,15k+,4544.00,1,Y,No,11,3,4,80,1,31.00,3,3,31.00,6,14,7
RM715,50.00,46-55,No,Travel_Rarely,1126.00,Research & Development,1.00,2,Medical,1,997,4,Male,66,3,4,Research Director,4,Divorced,17399.00,15k+,6615.00,9,Y,No,22,4,3,80,1,32.00,1,2,5.00,4,1,3
